KATEGORI;NAMN;ADRESS;HEMSIDA;Kategori webb;Exportdatum;geo_shape;geo_point_2d
Butiker;Borgmans Fisk Eftr;Kopparmöllegatan 17;http://www.borgmansfisk.net/;Butiker;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.697555275504326, 56.053461630434576]}";56.0534616304,12.6975552755
Butiker;Polshop;Södergatan 16;http://www.polshop.se/;Butiker;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.701065141633059, 56.04210446984029]}";56.0421044698,12.7010651416
Butiker;Saras Karameller;Södra Storgatan 26;;Butiker;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.69988316539802, 56.044508752565136]}";56.0445087526,12.6998831654
Butiker;Tonys Candy;;;Butiker;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.685365282620126, 56.04233527402552]}";56.042335274,12.6853652826
Butiker;Örebrokiosken;Örebrogatan 32;;Butiker;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.72124069536007, 56.044619336666074]}";56.0446193367,12.7212406954
Caféer;American Spin Cream;Marknadsvägen 9;https://www.americanspincream.se/vala.php;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.75681637540675, 56.09205529999136]}";56.0920553,12.7568163754
Caféer;Bagelshopen;Drottninggatan 11;http://www.bagelshopen.se/;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.69124574663357, 56.047428182573114]}";56.0474281826,12.6912457466
Caféer;Berga Utbildning;Sabelgatan 8;http://www.rsnv.se/utbildningar/;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.731624573939614, 56.083813638713266]}";56.0838136387,12.7316245739
Caféer;Café Birka / Rönnowska Skolan;Bredgatan 22;https://ronnowskaskolan.helsingborg.se/;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.70093719057766, 56.03345137448499]}";56.0334513745,12.7009371906
Caféer;Fitness Kitchen/ Studio Aktiverum;Södra Tvärgången 3;;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.70896304597633, 56.06510736554483]}";56.0651073655,12.708963046
Caféer;Fleninge Församlingshem;Magnerupsvägen 15;;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.789174815077741, 56.11181118229696]}";56.1118111823,12.7891748151
Caféer;FNF Athletic Center;Ängelholmsvägen 27;;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.706356642177592, 56.06083838584586]}";56.0608383858,12.7063566422
Caféer;Kullavägens Bk;Rundgången 15;https://www.svenskalag.se/kullavagensbk;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.711653714491947, 56.06583355760095]}";56.0658335576,12.7116537145
Caféer;Svensgårds församlingshem;Björkavägen 36;;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.755075665072079, 56.101654741719585]}";56.1016547417,12.7550756651
Caféer;Södra Strandkiosken Fria Bad;Gröningen Norra 21;;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.681725401033313, 56.05686433744307]}";56.0568643374,12.681725401
Caféer;Tåga Glass / Sia Glass Tågagatan;Tågagatan 2;;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.686154153386907, 56.05199043261613]}";56.0519904326,12.6861541534
Personalrestauranger;Café Carizma Berga Allé;Berga Allé 25;;Personalrestauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.712354851375231, 56.06387921485268]}";56.0638792149,12.7123548514
Personalrestauranger;Ica Personalrestaurang Fazer Amica;Långebergavägen 100;;Personalrestauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.783078191212029, 56.03805984635771]}";56.0380598464,12.7830781912
Restauranger;Australiska Festservicen;Flogatan 12;http://www.australiska.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.702664458858466, 56.06773041852308]}";56.0677304185,12.7026644589
Restauranger;Diné Burgers;Södra Kyrkogatan 12A;;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.696187783014317, 56.045899197718704]}";56.0458991977,12.696187783
Restauranger;Ett Litet Makeri;Kungsgatan 12;http://ettlitetmakeri.se;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.690186527636968, 56.047238343644445]}";56.0472383436,12.6901865276
Restauranger;Fonduerestaurang Oasen;Bruksgatan 25;https://oasenfondue.blog/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.697183064236134, 56.04417798205042]}";56.0441779821,12.6971830642
Restauranger;Grekiska Kolgrillsbaren;Marknadsvägen 9;;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.75681637540675, 56.09205529999136]}";56.0920553,12.7568163754
Restauranger;Husensjö Förskola;Billingegatan 24;https://husensjoforskola.helsingborg.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.724178257156023, 56.04963276300902]}";56.049632763,12.7241782572
Restauranger;Jacob Hansens Hus;Hästmöllegränden 5;http://jacobhansenshus.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.69335298153268, 56.04834543516415]}";56.0483454352,12.6933529815
Restauranger;K-gränd;Kolmätaregränden 7;http://www.kgrand.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.692998435729912, 56.047445790981115]}";56.047445791,12.6929984357
Restauranger;Miatorps Pizzeria Och Restaurang;Planteringsvägen 111;http://www.miatorpspizzeria.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.721279389628227, 56.01861565775048]}";56.0186156578,12.7212793896
Restauranger;Namjai Thai;Furutorpsgatan 67;http://www.namjaithai.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.713038371663293, 56.03943136673121]}";56.0394313667,12.7130383717
Restauranger;Nancys;Marknadsvägen 9;https://nancys.nu/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.75681637540675, 56.09205529999136]}";56.0920553,12.7568163754
Restauranger;Nihon Sushi;Badhusgatan 6;http://nihonsushi.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.691578553923883, 56.04681770913024]}";56.0468177091,12.6915785539
Restauranger;Pub Ro;Båthusgatan 11;https://www.pubro.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.684804667839543, 56.05067696425903]}";56.0506769643,12.6848046678
Restauranger;Ramlösa Pizzeria;Södra Brunnsvägen 72;http://www.ramlosapizzeria.n.nu/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.751494786541477, 56.01991945515002]}";56.0199194552,12.7514947865
Restauranger;Restaurang Smak Lunch & Catering;Florettgatan 24;http://www.smakihbg.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.72905290933542, 56.07657573204247]}";56.076575732,12.7290529093
Restauranger;Restaurang Tegel;Ytterövägen 167;https://www.restaurangtegel.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.75888835339698, 55.96849525687822]}";55.9684952569,12.7588883534
Restauranger;Roys Mat & Bar;Kajpromenaden 21;https://www.roysmatobar.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.685559278449128, 56.05069003896072]}";56.050690039,12.6855592784
Restauranger;Röda Kvarn;Karlsgatan 7;https://www.biorodakvarn.se/#/content/89;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.69786975192598, 56.045219833155514]}";56.0452198332,12.6978697519
Restauranger;Sköldenborgs Träffpunkt;Hebsackersgatan 6;;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.7019886731197, 56.0508693743482]}";56.0508693743,12.7019886731
Restauranger;Sugoi Sushi;Marknadsvägen 9;https://vala.sugoirestauranger.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.75681637540675, 56.09205529999136]}";56.0920553,12.7568163754
Restauranger;Thai Corner Restaurang;Bruksgatan 34;;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.697039384510324, 56.04407910268423]}";56.0440791027,12.6970393845
Restauranger;Trattoria Ridibecco;Rydebäcks Stationsgata 51;http://www.ridibecco.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.782233691554273, 55.96625986277504]}";55.9662598628,12.7822336916
Restauranger;Viking Bar;Gasverksgatan 13;http://www.vikingbar.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.700310563968026, 56.04100307015375]}";56.0410030702,12.700310564
Restauranger;Åliven;Kullavägen 57;https://xn--liven-lra.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.706192190621296, 56.06679372441035]}";56.0667937244,12.7061921906
Skolrestauranger;Akvarellens Förskola;Svanhalsgatan 27;http://akvarellensforskola.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.732793590136811, 56.023177432175615]}";56.0231774322,12.7327935901
Skolrestauranger;Allergiförskolan Svalan;Billingegatan 20;https://svalansforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.723317193910994, 56.050245675332185]}";56.0502456753,12.7233171939
Skolrestauranger;Allerums Förskola;Jonstorpsvägen 224;https://allerumsforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.694514865673172, 56.111923408946026]}";56.1119234089,12.6945148657
Skolrestauranger;Allerums Skola Och Fritids;Jonstorpsvägen 224;https://allerumsskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.694514865673172, 56.111923408946026]}";56.1119234089,12.6945148657
Skolrestauranger;Annes Familjedaghem;Kaprifolgatan 41;;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.79716313757028, 56.01135231959857]}";56.0113523196,12.7971631376
Skolrestauranger;Brommagatans Förskola Brommagatan;Brommagatan 24;https://brommagatansforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.692184041785334, 56.05564847799725]}";56.055648478,12.6921840418
Skolrestauranger;Brunnsalléns Förskola;Brunnsallén 263;https://brunnsallensforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.742867074528185, 56.02204101818417]}";56.0220410182,12.7428670745
Skolrestauranger;Brunnsberga Förskola;Gustavslundsvägen 6;https://brunnsbergaforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.74153212442224, 56.03038816441285]}";56.0303881644,12.7415321244
Skolrestauranger;Curious Kids Preschool;Larmvägen 31;https://curiouskidspreschool.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.722158909225323, 56.0575171536921]}";56.0575171537,12.7221589092
Skolrestauranger;Dalhems Centrum Skolrestaurang, Hbg-hem;Dalhemsvägen 71;;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.736024133124202, 56.06825858752475]}";56.0682585875,12.7360241331
Skolrestauranger;Fantasia Förskola Fredriksdal;Larmvägen 31;http://fantasiaforskola.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.722158909225323, 56.0575171536921]}";56.0575171537,12.7221589092
Skolrestauranger;Filbornaskolan 1456;Filbornavägen 101A;https://filbornaskolan.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.73218675448558, 56.0552413038594]}";56.0552413039,12.7321867545
Skolrestauranger;Fleninge Förskola;Magnerupsvägen 24;http://fleningeforskola.com/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.789874126969348, 56.11103456410672]}";56.1110345641,12.789874127
Skolrestauranger;Flohems Förskola;Björktrastgatan 5;https://flohemforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.694036974235388, 56.08452866370076]}";56.0845286637,12.6940369742
Skolrestauranger;Föräldrakooperativet Fortuna Förskola;Utögatan 2;http://fortunaforskola.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.764371370851137, 55.96239123387722]}";55.9623912339,12.7643713709
Skolrestauranger;Gräshoppans Förskola;Södra Stenbocksgatan 128;https://grashoppansforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.711269906268962, 56.04023932402284]}";56.040239324,12.7112699063
Skolrestauranger;Hamiltons Förskola;Drottninggatan 136A;https://hamiltonsforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.68447522094044, 56.05614988984962]}";56.0561498898,12.6844752209
Skolrestauranger;Hustomtens Förskola Gustavslund Solhuset;Markegångsgatan 108;;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.748132807853736, 56.0333653135394]}";56.0333653135,12.7481328079
Skolrestauranger;Högastensskolan;Elektrogatan 1A;https://hogastensskolan.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.73047213251909, 56.009183011669904]}";56.0091830117,12.7304721325
Skolrestauranger;Internationella Skolan;Östra Vallgatan 9;https://helsingborg.engelska.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.702304822683805, 56.047956438285134]}";56.0479564383,12.7023048227
Skolrestauranger;Larödhus Förskola, Ab Ridvägen;Ridvägen 27;http://www.larodhusforskola.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.657468997505438, 56.09654548987272]}";56.0965454899,12.6574689975
Skolrestauranger;Maria Parkskolan Östra;Östra Allén 8;https://mariaparkskolan.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.686780432867053, 56.08059417395688]}";56.080594174,12.6867804329
Skolrestauranger;Maria Ro Förskola;Ormvråksgatan 67;https://www.pysslingen.se/mariaro/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.699061912185126, 56.08608352895594]}";56.086083529,12.6990619122
Skolrestauranger;Montessoriförskolan Fröhuset;Jönköpingsgatan 66;http://frohuset.com/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.723120895707018, 56.04161466447116]}";56.0416146645,12.7231208957
Skolrestauranger;Privat Barnomsorg Ab;Tjärögatan 17;http://www.privatbarnomsorg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.771750363891957, 55.95912977643771]}";55.9591297764,12.7717503639
Skolrestauranger;Pålsjö Östra Förskola;Christer Boijes Väg 36;https://palsjoostraforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.697646728508463, 56.07116611636143]}";56.0711661164,12.6976467285
Skolrestauranger;Raus Förskola Pysslingen;Sigurd Rings Gata 59;https://www.pysslingen.se/raus/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.755564089879135, 56.00233197950657]}";56.0023319795,12.7555640899
Skolrestauranger;Resursskolan Maria Park;Engelska Gången 16;https://resursskolan.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.689516779597463, 56.08122051572076]}";56.0812205157,12.6895167796
Skolrestauranger;Ringstorpsparkens Förskola;Grenadjärgatan 13;https://ringstorpsparkensforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.706500635805975, 56.06288026877077]}";56.0628802688,12.7065006358
Skolrestauranger;Råå Södra Skola;Kustgatan 1;https://raasodraskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.73922985921581, 55.997172893888155]}";55.9971728939,12.7392298592
Skolrestauranger;Rönnbäcksskolan;Romares Väg 14C;https://ronnbacksskolan.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.6940857281909, 56.066017103070784]}";56.0660171031,12.6940857282
Skolrestauranger;Salladsgatans Förskola;Salladsgatan 4;https://salladsgatansforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.80577353550537, 56.006276980654214]}";56.0062769807,12.8057735355
Skolrestauranger;Skogsgläntans Förskola;Tygelvägen 5;https://skogsglantansforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.657760899426803, 56.0998134503513]}";56.0998134504,12.6577608994
Skolrestauranger;Sofiero Montessoriförskola;Sulkyvägen 10;https://www.pysslingen.se/sofieromontessori/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.659985490505065, 56.09045115457968]}";56.0904511546,12.6599854905
Skolrestauranger;Sundsgårdens Folkhögskola;Örbyvägen 10;http://sundsgarden.se/pages/hem;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.75798587683632, 55.98736005261775]}";55.9873600526,12.7579858768
Skolrestauranger;Svensgårdsskolan;Katedergatan 2;https://svensgardsskolan.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.75334616908792, 56.103300538273544]}";56.1033005383,12.7533461691
Skolrestauranger;Tornerhjelms Förskola;Gustav Adolfs Gata 34;https://tornerhjelmsforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.709298218220766, 56.036472183513204]}";56.0364721835,12.7092982182
Skolrestauranger;Traktörsgatans Förskola Solen;Traktörsgatan 26;https://traktorsgatansforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.715715837258493, 56.039705476381705]}";56.0397054764,12.7157158373
Skolrestauranger;Tycho Braheskola;Studievägen 4;https://tychobraheskolan.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.712036474757992, 56.04665125001073]}";56.04665125,12.7120364748
Skolrestauranger;Veingegatans Förskola;Veingegatan 7;https://veingegatansforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.721867439944315, 56.04355826152242]}";56.0435582615,12.7218674399
